0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
0.061359,-0.30833,-0.891243,-0.227029,0.027612,0.006136,0.349748,0.668816,-0.385029,-0.027612,-0.001534,-0.065961,0.018408,-0.179476,0.003068,-0.049087,-0.039884,0.139592,0.012272,0.062893,0.01534,-0.29299
